Year,Product Name,Profit,Loss,Total Sale,Total Manufacturing,Remaining Products,Total No of Workers,Salary of Workers,Raw Material Cost,Production Cost
2023,Shirt,27717,0.0,55434,27717,122,253,1265000,30392,11456
2022,Lehenga,0,44253.0,92376,92376,80,294,1470000,11976,11534
2023,Dupatta,99472,0.0,198944,99472,63,215,1075000,25290,14582
2021,Lehenga,84022,0.0,168044,84022,125,295,1475000,32854,12658
2020,Lehenga,73668,0.0,147336,73668,87,154,770000,36033,23846
2023,Dupatta,71645,0.0,143290,71645,53,274,1370000,31877,20973
2023,Pants,49550,0.0,99100,49550,58,286,1430000,49054,12559
2021,Saree,23576,0.0,47152,23576,99,243,1215000,13793,16953
2021,Dupatta,60868,0.0,121736,60868,132,157,785000,18674,20228
2023,Saree,66380,0.0,132760,66380,61,206,1030000,20730,27373
2022,Pants,25728,0.0,51456,25728,69,100,500000,18603,29015
2023,Lehenga,52800,0.0,105600,52800,54,226,1130000,45247,12697
2021,Saree,30886,0.0,61772,30886,60,272,1360000,14098,25569
2020,Pants,99614,0.0,199228,99614,65,193,965000,33483,13183
2020,Pants,89909,0.0,179818,89909,139,233,1165000,46848,27123
2022,Shirt,0,42651.0,64520,64520,51,151,755000,30610,17912
2023,Dupatta,65805,0.0,131610,65805,46,118,590000,11973,26886
2020,Shirt,52532,0.0,105064,52532,114,201,1005000,27407,15681
2023,Lehenga,0,16581.0,74061,74061,142,270,1350000,30639,24666
2021,Dupatta,31063,0.0,62126,31063,123,118,590000,35994,22679
2020,Lehenga,43089,0.0,86178,43089,74,138,690000,11055,16594
2022,Shirt,75942,0.0,151884,75942,107,207,1035000,28914,18474
2021,Pants,71829,0.0,143658,71829,41,259,1295000,24945,18380
2022,Lehenga,70553,0.0,141106,70553,59,164,820000,35432,28198
2021,Dupatta,53585,0.0,107170,53585,86,146,730000,17825,27323
2020,Dupatta,91739,0.0,183478,91739,123,240,1200000,31275,13939
2022,Lehenga,79004,0.0,158008,79004,51,173,865000,27185,12661
2022,Dupatta,22438,0.0,44876,22438,92,263,1315000,43109,20014
2021,Pants,43212,0.0,86424,43212,56,297,1485000,19588,11979
2022,Pants,0,15221.0,98559,98559,57,254,1270000,27693,29766
2021,Dupatta,0,35545.0,83706,83706,143,171,855000,16703,18599
2021,Lehenga,36983,0.0,73966,36983,63,251,1255000,26960,19533
2021,Shirt,34026,0.0,68052,34026,111,247,1235000,46796,20740
2021,Dupatta,70998,0.0,141996,70998,76,185,925000,28578,25711
2020,Dupatta,75744,0.0,151488,75744,144,108,540000,46818,18464
2021,Dupatta,0,26127.0,71314,71314,69,219,1095000,32013,12914
2023,Dupatta,71039,0.0,142078,71039,123,266,1330000,15416,11035
2022,Lehenga,69831,0.0,139662,69831,91,213,1065000,15106,11190
2023,Shirt,0,15032.0,63672,63672,62,100,500000,41424,10268
2020,Shirt,97758,0.0,195516,97758,76,110,550000,39818,28525
2023,Saree,87713,0.0,175426,87713,113,204,1020000,21552,28537
2022,Dupatta,33105,0.0,66210,33105,136,100,500000,27123,28120
2023,Dupatta,0,49194.0,92991,92991,63,180,900000,43277,11336
2020,Saree,72147,0.0,144294,72147,139,222,1110000,43361,22523
2021,Shirt,95400,0.0,190800,95400,119,271,1355000,20719,22010
2023,Kurta,66434,0.0,132868,66434,89,150,750000,36038,27079
2020,Pants,46515,0.0,93030,46515,131,116,580000,41446,27816
2020,Kurta,78001,0.0,156002,78001,115,202,1010000,31677,11383
2022,Shirt,78397,0.0,156794,78397,59,206,1030000,19784,13971
2022,Dupatta,81415,0.0,162830,81415,86,219,1095000,14883,21910
2023,Kurta,36960,0.0,73920,36960,57,293,1465000,38328,20326
2021,Lehenga,65778,0.0,131556,65778,140,211,1055000,13822,18939
2020,Lehenga,0,46777.0,73995,73995,65,122,610000,17754,13179
2023,Saree,60955,0.0,121910,60955,149,268,1340000,48181,12696
2020,Shirt,0,25095.0,74448,74448,110,225,1125000,29226,26760
2020,Shirt,0,31707.0,80136,80136,82,158,790000,16565,26136
2021,Kurta,84067,0.0,168134,84067,86,205,1025000,40172,22244
2021,Dupatta,0,31827.0,81088,81088,124,193,965000,31360,18578
2023,Shirt,38429,0.0,76858,38429,82,124,620000,30697,24156
2021,Kurta,96676,0.0,193352,96676,71,244,1220000,12200,14325
2021,Kurta,34847,0.0,69694,34847,46,209,1045000,40477,14049
2023,Pants,67191,0.0,134382,67191,126,118,590000,24372,28806
2021,Pants,54256,0.0,108512,54256,123,181,905000,18881,12285
2022,Shirt,48774,0.0,97548,48774,123,145,725000,16090,14062
2020,Kurta,29127,0.0,58254,29127,71,134,670000,24645,16390
2020,Saree,0,40620.0,53177,53177,129,122,610000,13962,18577
2020,Saree,78764,0.0,157528,78764,139,208,1040000,40494,26030
2020,Pants,58664,0.0,117328,58664,127,143,715000,16883,11061
2023,Shirt,76795,0.0,153590,76795,104,108,540000,38500,27484
2020,Dupatta,0,16307.0,77347,77347,97,259,1295000,25848,19984
2020,Saree,56079,0.0,112158,56079,92,189,945000,13252,14504
2020,Saree,44259,0.0,88518,44259,131,192,960000,40137,25709
2020,Pants,46571,0.0,93142,46571,129,286,1430000,23992,13649
2022,Pants,71119,0.0,142238,71119,73,141,705000,29714,25971
2020,Shirt,28009,0.0,56018,28009,129,289,1445000,42091,10843
2022,Pants,81829,0.0,163658,81829,139,246,1230000,49395,15582
2023,Lehenga,0,45896.0,65684,65684,108,192,960000,16977,14649
2021,Kurta,76049,0.0,152098,76049,95,216,1080000,22775,21711
2020,Saree,56498,0.0,112996,56498,105,226,1130000,46593,21257
2021,Lehenga,0,47069.0,71735,71735,71,134,670000,39155,20029
2021,Dupatta,60315,0.0,120630,60315,137,235,1175000,22935,13142
2023,Lehenga,52795,0.0,105590,52795,89,210,1050000,34878,26629
2021,Shirt,0,16027.0,55100,55100,133,142,710000,34993,15110
2022,Dupatta,74453,0.0,148906,74453,63,144,720000,44872,25170
2021,Dupatta,32453,0.0,64906,32453,131,233,1165000,48357,24397
2021,Pants,70325,0.0,140650,70325,85,112,560000,12646,24874
2021,Lehenga,69490,0.0,138980,69490,42,110,550000,43597,18533
2020,Shirt,0,27330.0,86564,86564,49,201,1005000,13110,23689
2020,Saree,69993,0.0,139986,69993,45,297,1485000,42255,16067
2022,Pants,65706,0.0,131412,65706,137,296,1480000,15367,12886
2022,Lehenga,62817,0.0,125634,62817,134,234,1170000,43905,27693
2020,Saree,84544,0.0,169088,84544,91,154,770000,40073,19671
2022,Lehenga,75710,0.0,151420,75710,146,282,1410000,36758,19938
2020,Pants,70799,0.0,141598,70799,89,118,590000,38630,17622
2023,Saree,0,13440.0,69268,69268,149,206,1030000,15045,14288
2021,Pants,73678,0.0,147356,73678,97,105,525000,48010,24223
2021,Lehenga,91150,0.0,182300,91150,91,108,540000,32740,25864
2022,Dupatta,80438,0.0,160876,80438,52,247,1235000,10786,20087
2020,Kurta,97223,0.0,194446,97223,98,124,620000,45317,27050
2020,Dupatta,81926,0.0,163852,81926,78,149,745000,29630,26969
2022,Pants,23801,0.0,47602,23801,92,171,855000,48433,10353
2020,Pants,61048,0.0,122096,61048,97,277,1385000,48540,20414
2023,Pants,60144,0.0,120288,60144,59,265,1325000,20659,28998
2021,Saree,30148,0.0,60296,30148,102,165,825000,29992,13097
2022,Shirt,39861,0.0,79722,39861,135,156,780000,31600,19796
2022,Pants,0,11545.0,92691,92691,49,121,605000,45105,29279
2020,Dupatta,42480,0.0,84960,42480,65,155,775000,37245,18715
2022,Kurta,38637,0.0,77274,38637,58,135,675000,11816,23675
2023,Pants,64621,0.0,129242,64621,132,278,1390000,20346,21536
2020,Pants,0,41480.0,67656,67656,100,167,835000,11802,26063
2020,Pants,67431,0.0,134862,67431,116,100,500000,11810,16794
2020,Saree,76172,0.0,152344,76172,73,147,735000,49197,17843
2020,Pants,45437,0.0,90874,45437,123,260,1300000,31100,24082
2023,Dupatta,28149,0.0,56298,28149,83,251,1255000,37978,12386
2020,Lehenga,34671,0.0,69342,34671,143,276,1380000,10727,16742
2022,Shirt,43119,0.0,86238,43119,57,296,1480000,41547,28246
2023,Pants,0,42797.0,63628,63628,137,157,785000,38803,21630
2021,Saree,36279,0.0,72558,36279,111,147,735000,22626,17019
2021,Dupatta,0,40944.0,56407,56407,55,284,1420000,34796,27160
2022,Pants,24803,0.0,49606,24803,143,291,1455000,47645,28047
2022,Saree,80805,0.0,161610,80805,126,198,990000,21088,21385
2023,Lehenga,38201,0.0,76402,38201,135,280,1400000,22039,27139
2021,Kurta,48634,0.0,97268,48634,116,287,1435000,14172,22607
2021,Pants,34760,0.0,69520,34760,65,225,1125000,12652,13695
2021,Dupatta,30826,0.0,61652,30826,141,213,1065000,22142,26686
2021,Saree,65775,0.0,131550,65775,104,189,945000,26010,27482
2021,Saree,94676,0.0,189352,94676,105,212,1060000,39263,11404
2020,Pants,0,38336.0,74054,74054,142,270,1350000,18523,27705
2022,Saree,86103,0.0,172206,86103,116,268,1340000,23463,10304
2020,Kurta,97160,0.0,194320,97160,66,206,1030000,41715,26391
2021,Saree,97751,0.0,195502,97751,43,253,1265000,44172,11214
2023,Shirt,93502,0.0,187004,93502,144,286,1430000,35533,22543
2023,Shirt,71410,0.0,142820,71410,90,204,1020000,46279,20472
2021,Saree,60888,0.0,121776,60888,123,276,1380000,20560,16520
2021,Pants,69047,0.0,138094,69047,42,291,1455000,31593,10697
2023,Shirt,65955,0.0,131910,65955,126,232,1160000,43508,24968
2020,Dupatta,21982,0.0,43964,21982,105,271,1355000,19498,12726
2020,Shirt,53864,0.0,107728,53864,55,117,585000,46184,16799
2021,Saree,99118,0.0,198236,99118,113,284,1420000,11757,11923
2020,Pants,59265,0.0,118530,59265,67,211,1055000,44024,29807
2023,Lehenga,0,46447.0,90198,90198,83,139,695000,26152,19828
2020,Pants,64350,0.0,128700,64350,57,201,1005000,27759,26813
2021,Pants,35378,0.0,70756,35378,41,212,1060000,37961,23333
2023,Pants,89815,0.0,179630,89815,117,273,1365000,24292,15388
2020,Dupatta,0,24764.0,76532,76532,83,157,785000,37625,29537
2022,Kurta,27312,0.0,54624,27312,59,184,920000,24715,19897
2023,Saree,50353,0.0,100706,50353,95,251,1255000,34832,16156
2023,Kurta,36192,0.0,72384,36192,143,255,1275000,49308,23281
2022,Lehenga,37450,0.0,74900,37450,62,145,725000,29220,21182
2022,Kurta,0,31531.0,94447,94447,99,295,1475000,28688,11220
2023,Saree,77225,0.0,154450,77225,110,171,855000,36782,29445
2022,Saree,98711,0.0,197422,98711,84,281,1405000,49740,15726
2021,Lehenga,85604,0.0,171208,85604,86,132,660000,25318,22554
2021,Saree,30295,0.0,60590,30295,117,166,830000,46610,15950
2021,Lehenga,0,10125.0,79584,79584,76,212,1060000,38874,13122
2023,Lehenga,32190,0.0,64380,32190,47,183,915000,33964,23499
2022,Saree,0,47676.0,68075,68075,44,262,1310000,47551,10302
2022,Shirt,96325,0.0,192650,96325,62,138,690000,38753,24086
2020,Lehenga,92427,0.0,184854,92427,144,274,1370000,19661,17510
2020,Saree,84014,0.0,168028,84014,49,170,850000,11048,28462
2022,Shirt,95852,0.0,191704,95852,66,104,520000,21760,24032
2022,Lehenga,75256,0.0,150512,75256,138,264,1320000,32299,13669
2022,Shirt,78630,0.0,157260,78630,40,100,500000,24083,24032
2023,Dupatta,82771,0.0,165542,82771,110,224,1120000,41606,23354
2022,Pants,71715,0.0,143430,71715,47,283,1415000,33667,16549
2020,Dupatta,27466,0.0,54932,27466,50,234,1170000,25508,12479
2023,Shirt,37637,0.0,75274,37637,137,212,1060000,22308,20095
2022,Lehenga,88745,0.0,177490,88745,67,291,1455000,20877,29384
2020,Saree,56317,0.0,112634,56317,73,107,535000,12984,21097
2023,Kurta,69766,0.0,139532,69766,82,207,1035000,18927,27744
2022,Saree,23078,0.0,46156,23078,123,225,1125000,18824,13818
2022,Kurta,47299,0.0,94598,47299,67,225,1125000,41359,12386
2022,Kurta,23543,0.0,47086,23543,88,291,1455000,39117,21857
2023,Lehenga,71052,0.0,142104,71052,100,284,1420000,18478,26283
2020,Shirt,42064,0.0,84128,42064,145,127,635000,39336,24196
2020,Saree,92287,0.0,184574,92287,76,253,1265000,16094,23977
2021,Shirt,0,38432.0,78741,78741,42,133,665000,15932,22046
2022,Dupatta,71481,0.0,142962,71481,48,195,975000,24702,14996
2021,Lehenga,97347,0.0,194694,97347,125,121,605000,22593,18215
2021,Lehenga,92317,0.0,184634,92317,128,223,1115000,10178,27409
2020,Dupatta,70530,0.0,141060,70530,41,247,1235000,11911,27571
2023,Saree,45888,0.0,91776,45888,62,241,1205000,41687,25859
2023,Pants,0,16642.0,59449,59449,90,250,1250000,14512,27391
2020,Dupatta,0,42115.0,71557,71557,56,166,830000,29059,15470
2023,Saree,41676,0.0,83352,41676,64,246,1230000,28716,11117
2021,Kurta,85836,0.0,171672,85836,115,177,885000,13989,17290
2022,Lehenga,0,34525.0,76659,76659,66,138,690000,29138,18228
2020,Saree,68990,0.0,137980,68990,59,264,1320000,40447,25288
2022,Shirt,83627,0.0,167254,83627,112,198,990000,12050,19044
2023,Shirt,40221,0.0,80442,40221,126,228,1140000,41479,10633
2022,Lehenga,0,34866.0,53905,53905,75,118,590000,18453,19444
2023,Dupatta,71313,0.0,142626,71313,67,114,570000,43099,14514
2023,Pants,49251,0.0,98502,49251,68,100,500000,25300,22181
2021,Dupatta,66586,0.0,133172,66586,81,130,650000,47124,11030
2023,Saree,94418,0.0,188836,94418,97,279,1395000,41746,28946
2021,Dupatta,73884,0.0,147768,73884,71,270,1350000,45587,20243
2021,Lehenga,72620,0.0,145240,72620,51,273,1365000,14542,19416
2021,Saree,30040,0.0,60080,30040,69,185,925000,23527,17059
2020,Kurta,91677,0.0,183354,91677,99,149,745000,14868,24585
2020,Dupatta,65878,0.0,131756,65878,50,119,595000,18124,21396
2023,Dupatta,25969,0.0,51938,25969,140,204,1020000,16622,10685
2021,Pants,0,21183.0,88814,88814,123,289,1445000,37192,13140
2020,Saree,0,41090.0,88848,88848,50,142,710000,16583,24626
2021,Shirt,94667,0.0,189334,94667,141,104,520000,22487,16080
2022,Dupatta,25037,0.0,50074,25037,148,165,825000,22955,28409
2022,Lehenga,0,20769.0,78930,78930,119,239,1195000,10293,20894
2022,Dupatta,34693,0.0,69386,34693,138,227,1135000,37500,15648
2023,Pants,79090,0.0,158180,79090,89,284,1420000,48584,28763
2021,Kurta,0,20931.0,60490,60490,40,287,1435000,38756,10429
2022,Pants,85560,0.0,171120,85560,128,282,1410000,18484,29191
2020,Dupatta,0,28077.0,56684,56684,66,170,850000,27545,27578
2022,Shirt,0,48655.0,84872,84872,71,165,825000,10508,22665
2022,Dupatta,60443,0.0,120886,60443,45,299,1495000,38531,21889
2022,Saree,0,35895.0,59376,59376,80,172,860000,39289,27544
2023,Dupatta,58384,0.0,116768,58384,75,254,1270000,31560,21566
2020,Shirt,44248,0.0,88496,44248,78,255,1275000,36715,24338
2021,Saree,66162,0.0,132324,66162,126,264,1320000,47647,29230
2020,Lehenga,62690,0.0,125380,62690,132,178,890000,27777,13084
2021,Saree,89625,0.0,179250,89625,69,118,590000,20810,22801
2023,Pants,0,12821.0,83204,83204,125,278,1390000,36552,19582
2023,Kurta,80309,0.0,160618,80309,96,112,560000,39812,23084
2023,Pants,63237,0.0,126474,63237,50,144,720000,41389,23187
2023,Saree,55732,0.0,111464,55732,129,105,525000,27682,25491
2021,Lehenga,0,41736.0,97881,97881,126,228,1140000,37527,21095
2022,Dupatta,54980,0.0,109960,54980,42,205,1025000,13858,17060
2021,Saree,94990,0.0,189980,94990,87,220,1100000,29491,28405
2020,Pants,59560,0.0,119120,59560,45,124,620000,10740,16407
2023,Saree,29554,0.0,59108,29554,46,253,1265000,38868,22841
2023,Saree,65987,0.0,131974,65987,83,240,1200000,42438,22781
2020,Saree,50985,0.0,101970,50985,142,118,590000,48373,21588
2021,Lehenga,68167,0.0,136334,68167,100,237,1185000,39437,24329
2022,Shirt,60428,0.0,120856,60428,93,272,1360000,44202,12914
2022,Shirt,0,24754.0,70709,70709,90,170,850000,48310,13996
2020,Saree,82723,0.0,165446,82723,125,114,570000,10175,15685
2022,Lehenga,37038,0.0,74076,37038,87,206,1030000,33454,29678
2021,Lehenga,42219,0.0,84438,42219,145,258,1290000,23654,11578
2021,Saree,24271,0.0,48542,24271,100,225,1125000,45239,23411
2020,Pants,47397,0.0,94794,47397,136,235,1175000,27823,11295
2021,Pants,94491,0.0,188982,94491,79,129,645000,38704,20400
2023,Kurta,0,26218.0,63118,63118,42,197,985000,10208,18857
2020,Saree,74471,0.0,148942,74471,69,196,980000,41321,13862
2021,Kurta,82150,0.0,164300,82150,63,100,500000,23905,26472
2020,Pants,64227,0.0,128454,64227,106,115,575000,10247,22627
2022,Pants,43116,0.0,86232,43116,41,213,1065000,38025,21310
2021,Saree,26674,0.0,53348,26674,83,110,550000,45662,29573
2023,Kurta,37469,0.0,74938,37469,79,254,1270000,21966,15795
2021,Kurta,0,11395.0,95896,95896,58,185,925000,43557,13874
2020,Saree,0,13961.0,79888,79888,102,267,1335000,46848,20410
2020,Kurta,21963,0.0,43926,21963,63,271,1355000,36836,10416
2021,Dupatta,96002,0.0,192004,96002,89,169,845000,28130,29001
2023,Pants,0,45382.0,79291,79291,59,219,1095000,11117,28631
2023,Shirt,25177,0.0,50354,25177,96,284,1420000,29353,28282
2023,Lehenga,0,33254.0,97460,97460,89,275,1375000,19232,20673
2020,Kurta,27543,0.0,55086,27543,134,267,1335000,24863,17817
2021,Kurta,59278,0.0,118556,59278,144,138,690000,15786,22666
2022,Lehenga,49607,0.0,99214,49607,97,230,1150000,16320,25225
2020,Kurta,0,27928.0,76975,76975,70,282,1410000,21036,15919
2023,Lehenga,23323,0.0,46646,23323,76,100,500000,21393,11242
2021,Saree,72105,0.0,144210,72105,146,122,610000,24698,23081
2023,Dupatta,96151,0.0,192302,96151,132,294,1470000,12663,10889
2022,Dupatta,86968,0.0,173936,86968,43,289,1445000,37917,17330
2023,Pants,43238,0.0,86476,43238,97,214,1070000,28699,20048
2023,Shirt,83830,0.0,167660,83830,49,261,1305000,34091,23174
2022,Kurta,93967,0.0,187934,93967,102,244,1220000,13558,20245
2021,Shirt,28330,0.0,56660,28330,75,147,735000,22504,29248
2020,Saree,64153,0.0,128306,64153,94,190,950000,11004,18408
2021,Dupatta,28611,0.0,57222,28611,138,152,760000,42222,18537
2022,Saree,33872,0.0,67744,33872,96,160,800000,12593,11428
2023,Saree,69455,0.0,138910,69455,124,202,1010000,15817,12655
2021,Kurta,54930,0.0,109860,54930,82,201,1005000,15063,20264
2020,Saree,92022,0.0,184044,92022,144,238,1190000,29786,18040
2022,Dupatta,82714,0.0,165428,82714,104,242,1210000,23071,21765
2021,Shirt,0,47993.0,89776,89776,145,189,945000,48938,15182
2020,Dupatta,86704,0.0,173408,86704,51,217,1085000,19707,26722
2022,Kurta,20415,0.0,40830,20415,101,238,1190000,33688,10321
2020,Dupatta,96441,0.0,192882,96441,63,234,1170000,21801,26719
2022,Lehenga,90779,0.0,181558,90779,41,146,730000,47510,15271
2023,Shirt,0,22093.0,96337,96337,86,235,1175000,25658,15214
2021,Lehenga,29888,0.0,59776,29888,95,104,520000,11502,28409
2020,Lehenga,65299,0.0,130598,65299,123,186,930000,44404,18598
2022,Pants,78765,0.0,157530,78765,55,293,1465000,44577,26480
2020,Kurta,82714,0.0,165428,82714,73,190,950000,18458,29236
2020,Saree,0,24702.0,78289,78289,116,162,810000,31257,28787
2021,Lehenga,0,36356.0,91594,91594,57,120,600000,42408,13134
2023,Dupatta,96729,0.0,193458,96729,68,298,1490000,45589,13831
2020,Saree,0,17986.0,77588,77588,93,218,1090000,46713,20679
2022,Dupatta,66032,0.0,132064,66032,90,220,1100000,47258,16930
2022,Dupatta,0,36726.0,85443,85443,146,201,1005000,30991,10916
2023,Saree,37907,0.0,75814,37907,53,189,945000,35376,12130
2022,Saree,58002,0.0,116004,58002,133,239,1195000,30804,15691
2023,Dupatta,64838,0.0,129676,64838,97,211,1055000,26097,24673
2022,Kurta,58912,0.0,117824,58912,74,238,1190000,44794,14301
2021,Shirt,20552,0.0,41104,20552,48,281,1405000,39015,16353
2020,Pants,40140,0.0,80280,40140,76,237,1185000,32732,23147
2021,Shirt,68737,0.0,137474,68737,149,218,1090000,32250,10633
2020,Kurta,53367,0.0,106734,53367,142,115,575000,40945,14448
2020,Pants,44061,0.0,88122,44061,51,242,1210000,17474,22934
2020,Saree,62124,0.0,124248,62124,124,285,1425000,44582,11723
2021,Pants,65638,0.0,131276,65638,121,218,1090000,20541,11125
2020,Dupatta,21982,0.0,43964,21982,50,183,915000,22507,22216
2021,Shirt,55765,0.0,111530,55765,66,231,1155000,17147,26526
2023,Pants,74681,0.0,149362,74681,127,121,605000,22715,22048
2022,Dupatta,83232,0.0,166464,83232,144,262,1310000,14236,29433
2022,Kurta,0,22660.0,85108,85108,82,241,1205000,33496,22234
2020,Pants,83474,0.0,166948,83474,89,193,965000,47021,29097
2021,Dupatta,49513,0.0,99026,49513,137,130,650000,25225,11639
2022,Kurta,42592,0.0,85184,42592,59,169,845000,17861,14908
2021,Saree,43618,0.0,87236,43618,52,190,950000,43976,29077
2021,Kurta,71632,0.0,143264,71632,86,227,1135000,23528,10098
2020,Kurta,0,17034.0,75985,75985,47,110,550000,22566,26599
2022,Shirt,29529,0.0,59058,29529,140,135,675000,12995,28162
2020,Dupatta,44154,0.0,88308,44154,108,179,895000,17642,22006
2020,Pants,52882,0.0,105764,52882,110,123,615000,47088,16581
2022,Shirt,0,23580.0,86584,86584,103,267,1335000,11906,20711
2022,Lehenga,35701,0.0,71402,35701,83,212,1060000,14179,20252
2023,Kurta,95281,0.0,190562,95281,51,141,705000,36167,14330
2023,Lehenga,88225,0.0,176450,88225,144,120,600000,44907,17250
2021,Shirt,72492,0.0,144984,72492,43,195,975000,13645,14338
2022,Dupatta,22988,0.0,45976,22988,79,150,750000,33714,11759
2023,Shirt,55919,0.0,111838,55919,58,180,900000,19846,27631
2021,Dupatta,68426,0.0,136852,68426,93,154,770000,18670,24520
2021,Dupatta,0,27480.0,85049,85049,40,223,1115000,22119,22973
2021,Saree,29013,0.0,58026,29013,146,231,1155000,21889,25115
2023,Kurta,59113,0.0,118226,59113,52,161,805000,44782,27504
2022,Shirt,23574,0.0,47148,23574,89,186,930000,33509,26704
2020,Dupatta,27838,0.0,55676,27838,92,252,1260000,28011,28224
2021,Shirt,51368,0.0,102736,51368,81,297,1485000,31108,14995
2023,Shirt,52228,0.0,104456,52228,148,241,1205000,35986,20454
2023,Dupatta,0,11204.0,55822,55822,64,140,700000,33972,28971
2020,Pants,66097,0.0,132194,66097,83,284,1420000,48244,29946
2020,Lehenga,75773,0.0,151546,75773,148,265,1325000,17218,11073
2023,Kurta,48639,0.0,97278,48639,137,289,1445000,48557,14178
2022,Kurta,34823,0.0,69646,34823,138,140,700000,36457,16387
2020,Pants,0,34331.0,75112,75112,100,144,720000,29568,18416
2023,Saree,58333,0.0,116666,58333,120,225,1125000,18618,13037
2020,Pants,24435,0.0,48870,24435,129,195,975000,28929,25722
2022,Saree,58418,0.0,116836,58418,60,243,1215000,44083,24446
2021,Saree,77955,0.0,155910,77955,90,118,590000,49257,29019
2020,Pants,79507,0.0,159014,79507,115,136,680000,48633,26539
2022,Kurta,71033,0.0,142066,71033,119,184,920000,36231,13274
2023,Lehenga,0,13583.0,75978,75978,91,288,1440000,38250,26481
2020,Kurta,67219,0.0,134438,67219,102,125,625000,48890,26084
2020,Kurta,0,26256.0,66037,66037,123,193,965000,45537,24307
2023,Kurta,62721,0.0,125442,62721,93,203,1015000,16371,22891
2021,Pants,0,17539.0,58996,58996,49,291,1455000,31593,19657
2023,Pants,35523,0.0,71046,35523,126,224,1120000,23077,23368
2020,Pants,52326,0.0,104652,52326,133,240,1200000,21799,29176
2023,Kurta,62205,0.0,124410,62205,98,190,950000,37722,25193
2022,Lehenga,20125,0.0,40250,20125,47,186,930000,27211,16579
2023,Saree,86735,0.0,173470,86735,90,261,1305000,21782,16497
2020,Shirt,0,44806.0,64324,64324,44,222,1110000,29388,15586
2023,Saree,0,32310.0,61473,61473,115,197,985000,31044,17004
2021,Saree,52437,0.0,104874,52437,81,122,610000,27175,18861
2023,Shirt,48022,0.0,96044,48022,117,207,1035000,39452,28841
2021,Kurta,0,18223.0,73066,73066,51,247,1235000,32110,16072
2022,Lehenga,91531,0.0,183062,91531,63,153,765000,48247,17206
2021,Lehenga,60950,0.0,121900,60950,84,285,1425000,21600,14092
2023,Saree,32920,0.0,65840,32920,92,158,790000,34104,12080
2020,Shirt,42144,0.0,84288,42144,92,247,1235000,38597,24157
2021,Dupatta,22565,0.0,45130,22565,56,138,690000,29994,22062
2022,Kurta,73942,0.0,147884,73942,104,177,885000,22236,11743
2021,Saree,90560,0.0,181120,90560,145,190,950000,22839,13249
2021,Lehenga,44691,0.0,89382,44691,97,259,1295000,44207,14479
2021,Pants,53799,0.0,107598,53799,76,268,1340000,19401,17867
2022,Pants,86777,0.0,173554,86777,114,168,840000,41307,18406
2023,Shirt,54510,0.0,109020,54510,81,167,835000,34490,23512
2021,Shirt,97366,0.0,194732,97366,109,186,930000,13276,20636
2021,Saree,48975,0.0,97950,48975,118,120,600000,22623,18875
2020,Dupatta,73242,0.0,146484,73242,144,251,1255000,30257,16350
2022,Lehenga,66546,0.0,133092,66546,79,243,1215000,49215,26954
2021,Saree,43267,0.0,86534,43267,62,131,655000,25184,18038
2022,Dupatta,97911,0.0,195822,97911,62,253,1265000,18174,29691
2021,Shirt,89939,0.0,179878,89939,141,102,510000,36573,15712
2023,Pants,24897,0.0,49794,24897,141,181,905000,19989,12476
2023,Kurta,20163,0.0,40326,20163,88,220,1100000,15067,24140
2021,Pants,72540,0.0,145080,72540,115,215,1075000,14321,10551
2023,Lehenga,50030,0.0,100060,50030,46,234,1170000,45328,22369
2021,Lehenga,0,20160.0,75427,75427,76,187,935000,10028,19739
2023,Pants,49870,0.0,99740,49870,55,243,1215000,22891,25758
2020,Pants,49482,0.0,98964,49482,77,152,760000,19172,12045
2020,Dupatta,51058,0.0,102116,51058,143,103,515000,24950,22138
2020,Saree,77255,0.0,154510,77255,138,272,1360000,37630,16615
2022,Shirt,84930,0.0,169860,84930,79,131,655000,46351,29720
2022,Dupatta,70500,0.0,141000,70500,68,182,910000,15108,22007
2020,Kurta,46379,0.0,92758,46379,142,201,1005000,17521,15208
2022,Pants,87787,0.0,175574,87787,56,157,785000,31204,10215
2023,Kurta,0,29358.0,90865,90865,129,112,560000,16615,26345
2021,Kurta,26590,0.0,53180,26590,59,249,1245000,32842,21055
2021,Dupatta,51432,0.0,102864,51432,149,143,715000,39580,19016
2021,Shirt,60426,0.0,120852,60426,64,271,1355000,38537,26220
2020,Lehenga,69584,0.0,139168,69584,99,129,645000,20518,22859
2022,Saree,58015,0.0,116030,58015,77,250,1250000,48175,24672
2023,Lehenga,93251,0.0,186502,93251,102,111,555000,19031,16901
2023,Shirt,89353,0.0,178706,89353,78,113,565000,12414,18490
2020,Lehenga,24600,0.0,49200,24600,103,135,675000,14426,11237
2023,Pants,44690,0.0,89380,44690,140,144,720000,34972,20833
2023,Pants,53762,0.0,107524,53762,122,299,1495000,32324,17002
2023,Dupatta,57499,0.0,114998,57499,60,123,615000,41507,16207
2023,Kurta,27670,0.0,55340,27670,71,218,1090000,15697,27153
2022,Shirt,37341,0.0,74682,37341,67,230,1150000,46350,16773
2023,Shirt,0,41339.0,99707,99707,142,177,885000,22170,16975
2021,Lehenga,0,21522.0,58067,58067,144,278,1390000,37181,19704
2020,Dupatta,0,46336.0,55341,55341,51,282,1410000,16551,18519
